"State","District","Date","Year","Month","Avg_smlvl_at15cm","Agency_name"
"Andhra Pradesh","Guntur","2024-03-02","2024","03","16.2888422707","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-03","2024","03","16.2632000794","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-04","2024","03","16.2357245135","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-05","2024","03","16.211135745","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-06","2024","03","16.1946977872","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-07","2024","03","16.1720704492","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-08","2024","03","16.1545046428","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-09","2024","03","16.1383643163","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-10","2024","03","16.1278008742","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-11","2024","03","16.110941041","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-12","2024","03","16.1011887251","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-15","2024","03","16.0648222448","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-16","2024","03","16.0554760642","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-13","2024","03","16.1177583279","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-14","2024","03","16.0793317612","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-17","2024","03","16.0467868258","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-18","2024","03","16.0374353687","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-19","2024","03","16.0284665907","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-20","2024","03","16.0240117946","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-21","2024","03","16.0182345968","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-22","2024","03","16.0128324578","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-23","2024","03","16.013439732","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-24","2024","03","16.0049141563","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-25","2024","03","16.0027961977","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-26","2024","03","15.9966400099","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-27","2024","03","16.0038170352","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-28","2024","03","15.9965101813","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-31","2024","03","15.988706147","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-29","2024","03","15.9912767982","NRSC VIC MODEL"
"Andhra Pradesh","Guntur","2024-03-30","2024","03","15.9875742014","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-01","2024","03","13.1273027889","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-02","2024","03","13.1073284439","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-03","2024","03","13.0880525213","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-04","2024","03","13.0681074676","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-05","2024","03","13.0500226227","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-06","2024","03","13.0329585722","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-07","2024","03","13.0176919222","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-08","2024","03","13.0001641879","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-09","2024","03","12.9883056124","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-10","2024","03","12.9778984206","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-11","2024","03","12.9715692461","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-12","2024","03","12.9687559852","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-15","2024","03","12.946608606","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-16","2024","03","12.9362004285","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-13","2024","03","12.9957723609","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-14","2024","03","12.9491613674","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-17","2024","03","12.9300167896","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-18","2024","03","12.9222408248","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-19","2024","03","12.9210635126","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-20","2024","03","12.9146804868","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-21","2024","03","12.9258734969","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-22","2024","03","12.9111235458","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-23","2024","03","12.9232592464","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-24","2024","03","12.9019995052","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-25","2024","03","12.8964053659","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-26","2024","03","12.8918574001","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-27","2024","03","12.8888922743","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-28","2024","03","12.8859969543","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-31","2024","03","12.8829025848","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-29","2024","03","12.886314171","NRSC VIC MODEL"
"Andhra Pradesh","Krishna","2024-03-30","2024","03","12.8833099147","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-01","2024","03","17.8081553607","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-02","2024","03","17.7966150171","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-03","2024","03","17.7869841424","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-04","2024","03","17.7776131435","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-05","2024","03","17.7700590097","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-06","2024","03","17.7618562843","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-07","2024","03","17.7569739001","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-08","2024","03","17.7507564187","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-09","2024","03","17.746568201","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-10","2024","03","17.7428710695","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-11","2024","03","17.7402099511","NRSC VIC MODEL"
"Andhra Pradesh","Kurnool","2024-03-12","2024","03","17.736918988","NRSC VIC MODEL"
